                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                 0.9022,                0.56251,                 1.1327,                0.95462,                0.95403,                0.97812,                0.78095,                0.74626,                0.39428,                0.98097,              0.0024366,              0.0024366,              0.0024366
                    149,                0.90534,                0.56548,                  1.131,                0.96088,                0.95064,                0.97692,                0.78496,                0.74221,                0.39338,                0.97662,              0.0023916,              0.0023916,              0.0023916
                    150,                0.90619,                0.56395,                 1.1316,                0.95851,                0.94305,                0.97517,                0.77805,                 0.7588,                 0.4023,                0.98497,              0.0023467,              0.0023467,              0.0023467
                    151,                0.90575,                0.56126,                 1.1327,                0.95194,                0.94872,                0.97593,                 0.7764,                0.76728,                0.40937,                0.99324,              0.0023017,              0.0023017,              0.0023017
                    152,                0.90207,                0.55679,                 1.1311,                0.95893,                0.95165,                0.97799,                0.78274,                0.75406,                 0.3946,                0.98667,              0.0022567,              0.0022567,              0.0022567
                    153,                0.90335,                0.56016,                 1.1312,                0.95748,                0.95181,                0.97749,                0.77901,                0.76898,                0.39753,                0.99038,              0.0022118,              0.0022118,              0.0022118
                    154,                0.90244,                0.55763,                  1.129,                 0.9551,                0.94809,                0.97609,                0.78459,                0.74779,                0.39424,                 0.9834,              0.0021668,              0.0021668,              0.0021668
                    155,                0.89441,                0.55516,                 1.1305,                0.95707,                0.94887,                0.97547,                0.78191,                0.75209,                0.39296,                0.98876,              0.0021219,              0.0021219,              0.0021219
                    156,                0.89673,                0.55729,                 1.1354,                0.95667,                0.94956,                0.97638,                0.78476,                0.74337,                0.38804,                0.98396,              0.0020769,              0.0020769,              0.0020769
                    157,                 0.8983,                0.55631,                 1.1326,                0.95893,                0.95195,                0.97683,                0.78633,                0.73992,                 0.3875,                0.98003,               0.002032,               0.002032,               0.002032
                    158,                0.89742,                0.55711,                 1.1316,                0.95153,                0.95106,                0.97684,                0.78715,                0.73394,                0.39046,                0.97588,               0.001987,               0.001987,               0.001987
                    159,                0.88795,                0.54867,                 1.1236,                 0.9545,                0.94879,                0.97676,                0.78539,                0.74086,                0.39423,                0.97623,              0.0019421,              0.0019421,              0.0019421
                    160,                0.88956,                0.55176,                 1.1243,                0.95703,                0.95002,                0.97685,                0.78878,                0.73289,                 0.3886,                0.97264,              0.0018971,              0.0018971,              0.0018971
                    161,                0.88956,                0.54868,                  1.126,                0.94962,                0.95062,                0.97717,                0.78373,                0.73777,                0.39478,                0.97925,              0.0018522,              0.0018522,              0.0018522
                    162,                 0.8966,                0.55188,                 1.1279,                0.95615,                0.94454,                0.97634,                0.78804,                0.72861,                0.39334,                0.97299,              0.0018072,              0.0018072,              0.0018072
                    163,                0.88595,                0.54821,                 1.1262,                0.95397,                0.94971,                0.97716,                0.78874,                0.73134,                 0.3858,                0.97294,              0.0017622,              0.0017622,              0.0017622
                    164,                0.88077,                0.54555,                 1.1213,                0.95404,                0.95119,                0.97795,                0.78765,                0.73048,                0.38534,                0.97328,              0.0017173,              0.0017173,              0.0017173
                    165,                0.88444,                0.54902,                 1.1236,                0.95481,                0.95258,                0.97868,                0.78778,                0.73814,                0.38693,                 0.9757,              0.0016723,              0.0016723,              0.0016723
                    166,                0.88868,                 0.5434,                 1.1211,                0.95468,                0.94961,                0.97815,                0.78733,                0.73907,                0.38971,                0.97635,              0.0016274,              0.0016274,              0.0016274
                    167,                0.87969,                 0.5376,                 1.1189,                0.95742,                0.94709,                0.97778,                0.79048,                0.73011,                0.38513,                0.97184,              0.0015824,              0.0015824,              0.0015824
                    168,                0.88151,                0.54179,                 1.1195,                 0.9581,                0.95165,                0.97823,                0.79326,                0.72332,                0.38302,                0.96935,              0.0015375,              0.0015375,              0.0015375
                    169,                0.88073,                0.53786,                 1.1185,                0.96065,                0.95121,                0.97805,                0.79269,                0.72238,                0.38289,                0.97183,              0.0014925,              0.0014925,              0.0014925
                    170,                0.88162,                0.53809,                 1.1205,                0.95912,                 0.9524,                0.97782,                0.79033,                0.73284,                0.38342,                0.97801,              0.0014476,              0.0014476,              0.0014476
                    171,                0.87315,                0.47224,                   1.15,                0.96018,                0.94753,                0.97681,                0.78944,                0.73385,                0.38595,                0.97665,              0.0014026,              0.0014026,              0.0014026
                    172,                0.83732,                0.44397,                 1.1292,                0.95968,                0.94239,                0.97647,                0.79667,                0.71337,                0.38665,                0.96697,              0.0013576,              0.0013576,              0.0013576
                    173,                0.83031,                0.44051,                 1.1184,                0.96012,                0.94256,                0.97627,                0.80063,                0.70262,                0.38131,                0.96022,              0.0013127,              0.0013127,              0.0013127
                    174,                 0.8237,                 0.4375,                 1.1159,                0.95761,                 0.9429,                0.97531,                0.80252,                0.69377,                0.38684,                0.95718,              0.0012677,              0.0012677,              0.0012677
                    175,                0.82398,                0.43638,                 1.1164,                0.96023,                0.94365,                0.97538,                0.80566,                0.68766,                0.38435,                 0.9536,              0.0012228,              0.0012228,              0.0012228
                    176,                0.82155,                0.43354,                 1.1093,                0.96093,                0.94117,                0.97473,                0.80343,                0.69274,                0.38468,                0.95369,              0.0011778,              0.0011778,              0.0011778
                    177,                0.82456,                 0.4354,                 1.1183,                 0.9637,                0.93845,                0.97467,                 0.8028,                0.69454,                0.38443,                0.95478,              0.0011329,              0.0011329,              0.0011329
                    178,                0.81624,                0.43291,                 1.1108,                0.96475,                0.93367,                0.97193,                0.80064,                0.69636,                0.39282,                0.95518,              0.0010879,              0.0010879,              0.0010879
                    179,                0.81731,                0.43118,                 1.1159,                0.96162,                0.92985,                0.97108,                0.79747,                0.70823,                0.39979,                0.96266,               0.001043,               0.001043,               0.001043
                    180,                0.81564,                0.42859,                 1.1148,                0.96223,                0.93327,                0.97145,                0.80211,                0.69337,                0.39568,                0.95491,             0.00099801,             0.00099801,             0.00099801
                    181,                0.81328,                0.42811,                 1.1109,                0.96295,                0.94054,                0.97433,                0.80506,                0.69145,                0.38671,                0.95398,             0.00095305,             0.00095305,             0.00095305
                    182,                0.80701,                0.42641,                 1.1078,                0.95601,                0.94442,                0.97425,                0.80665,                0.69123,                0.38765,                0.95489,              0.0009081,              0.0009081,              0.0009081
                    183,                0.81133,                0.42758,                 1.1071,                0.96208,                0.94058,                0.97455,                0.80766,                0.68511,                 0.3861,                0.95114,             0.00086314,             0.00086314,             0.00086314
                    184,                0.80686,                0.42648,                 1.1073,                0.96005,                0.94305,                0.97517,                0.80748,                0.68872,                0.38578,                0.95164,             0.00081819,             0.00081819,             0.00081819
                    185,                0.80117,                0.42448,                 1.1037,                0.95941,                0.94305,                0.97442,                0.80692,                0.69017,                 0.3861,                0.95332,             0.00077323,             0.00077323,             0.00077323
                    186,                0.80895,                0.42593,                 1.1102,                0.95933,                0.94099,                0.97278,                0.80441,                 0.6897,                0.38979,                 0.9535,             0.00072828,             0.00072828,             0.00072828
                    187,                0.79975,                0.42275,                 1.1055,                0.95751,                 0.9386,                0.97265,                0.80487,                0.68388,                 0.3913,                0.95194,             0.00068332,             0.00068332,             0.00068332
                    188,                0.80171,                0.42271,                 1.1034,                0.95633,                0.94231,                0.97249,                0.80722,                0.68075,                 0.3878,                0.94864,             0.00063837,             0.00063837,             0.00063837
                    189,                0.80026,                 0.4226,                 1.1053,                0.95433,                 0.9421,                0.97263,                0.80665,                0.68242,                0.38787,                0.94865,             0.00059341,             0.00059341,             0.00059341
                    190,                0.79219,                0.41726,                 1.0995,                0.95128,                0.94406,                0.97224,                0.80742,                0.68009,                0.38952,                0.94814,             0.00054846,             0.00054846,             0.00054846
                    191,                0.79922,                0.42073,                  1.105,                 0.9504,                0.94635,                0.97293,                0.81116,                 0.6748,                0.38551,                0.94675,             0.00050351,             0.00050351,             0.00050351
                    192,                0.79644,                0.41847,                 1.1007,                0.95746,                0.93964,                0.97328,                0.81238,                0.67198,                0.38493,                0.94538,             0.00045855,             0.00045855,             0.00045855
                    193,                0.79372,                0.41654,                 1.1021,                 0.9599,                0.93721,                 0.9738,                0.81331,                0.67225,                0.38441,                0.94482,              0.0004136,              0.0004136,              0.0004136
                    194,                0.78401,                0.41356,                 1.0941,                0.95801,                0.94054,                0.97471,                0.81511,                0.67012,                0.37984,                 0.9434,             0.00036864,             0.00036864,             0.00036864
                    195,                0.78969,                0.41592,                 1.0972,                 0.9579,                 0.9429,                0.97495,                0.81454,                0.67226,                0.37864,                 0.9443,             0.00032369,             0.00032369,             0.00032369
                    196,                0.79421,                0.41752,                 1.0999,                0.95955,                 0.9432,                0.97503,                0.81501,                 0.6707,                0.37797,                0.94304,             0.00027873,             0.00027873,             0.00027873
                    197,                 0.7915,                0.41498,                 1.0959,                0.95836,                0.94197,                0.97414,                0.81473,                0.67035,                0.37852,                 0.9433,             0.00023378,             0.00023378,             0.00023378
                    198,                0.79186,                0.41513,                 1.0966,                0.95877,                0.94261,                0.97416,                0.81458,                0.67048,                0.37775,                0.94274,             0.00018882,             0.00018882,             0.00018882
                    199,                 0.7905,                0.41075,                 1.0989,                0.95784,                0.94439,                 0.9742,                0.81521,                0.66928,                0.37741,                 0.9425,             0.00014387,             0.00014387,             0.00014387
                    200,                0.78567,                 0.4138,                 1.0957,                0.96047,                0.94049,                0.97426,                0.81519,                0.66902,                0.37704,                 0.9418,              9.891e-05,              9.891e-05,              9.891e-05
