                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     69,                0.56337,                 0.5521,                0.94839,                0.87951,                0.79817,                0.89081,                0.75738,                0.69145,                0.95337,                0.96684,               0.002333,               0.002333,               0.002333
                     70,                0.59068,                 0.5762,                0.94116,                0.86029,                0.79089,                0.86761,                0.73006,                0.72855,                 1.1226,                0.97839,              0.0023305,              0.0023305,              0.0023305
                     71,                0.59964,                0.54854,                 0.9638,                0.92771,                0.82569,                 0.9041,                0.74204,                0.72611,                0.85603,                0.97391,               0.002328,               0.002328,               0.002328
                     72,                0.63644,                0.61593,                0.96586,                0.92138,                0.84404,                0.93876,                0.78085,                0.63267,                0.72275,                0.90057,              0.0023255,              0.0023255,              0.0023255
                     73,                0.56558,                 0.5107,                0.94481,                0.89985,                0.86239,                0.92986,                0.76578,                0.67651,                0.74555,                0.93191,               0.002323,               0.002323,               0.002323
                     74,                0.56459,                0.50292,                0.93311,                0.90538,                0.79005,                0.91882,                0.75774,                0.64401,                0.72707,                0.96243,              0.0023205,              0.0023205,              0.0023205
                     75,                0.55208,                0.52259,                 0.9176,                0.90388,                0.86239,                0.91271,                0.77203,                 0.6127,                 0.6719,                0.92617,               0.002318,               0.002318,               0.002318
                     76,                0.58508,                0.53982,                0.93927,                0.91776,                0.82569,                0.93136,                0.77023,                0.66241,                0.68679,                0.94805,              0.0023156,              0.0023156,              0.0023156
                     77,                0.55316,                0.51423,                0.93676,                0.86417,                0.87557,                0.92749,                0.78061,                0.69093,                0.64971,                0.95021,              0.0023131,              0.0023131,              0.0023131
                     78,                0.54775,                0.49375,                0.93125,                 0.8105,                0.90249,                0.90785,                0.77186,                 0.6174,                0.56048,                0.92631,              0.0023106,              0.0023106,              0.0023106
                     79,                0.55929,                0.49267,                0.92422,                0.90659,                0.81651,                0.91465,                0.76163,                0.66133,                0.75253,                0.97377,              0.0023081,              0.0023081,              0.0023081
                     80,                0.56638,                0.49486,                0.93033,                0.90822,                0.84404,                0.92771,                0.78133,                0.64845,                0.65848,                 0.9259,              0.0023056,              0.0023056,              0.0023056
                     81,                0.52884,                0.49015,                0.92662,                0.92894,                0.83953,                0.93837,                 0.7665,                0.65115,                0.61114,                0.91296,              0.0023031,              0.0023031,              0.0023031
                     82,                0.54458,                0.49534,                0.92984,                0.91629,                0.83486,                0.93057,                0.79251,                0.64691,                0.71246,                0.94549,              0.0023006,              0.0023006,              0.0023006
                     83,                0.55981,                0.50095,                 0.9314,                0.83586,                0.86239,                0.90536,                0.78518,                0.63868,                0.70713,                0.97834,              0.0022981,              0.0022981,              0.0022981
                     84,                0.54712,                0.52415,                0.92655,                0.86092,                0.79817,                0.91189,                0.78174,                0.63144,                0.65934,                0.92971,              0.0022956,              0.0022956,              0.0022956
                     85,                0.58343,                0.52437,                0.96015,                0.87804,                0.79263,                0.89173,                0.74026,                0.73455,                0.73796,                 0.9721,              0.0022931,              0.0022931,              0.0022931
                     86,                0.57305,                 0.5356,                0.94536,                0.85839,                0.81651,                0.88724,                0.71758,                0.72467,                0.79564,                0.97751,              0.0022906,              0.0022906,              0.0022906
                     87,                0.53898,                0.51976,                0.93493,                0.80883,                0.68807,                0.80633,                0.66266,                0.71377,                 1.2291,                0.94262,              0.0022881,              0.0022881,              0.0022881
                     88,                0.60724,                0.50452,                0.96539,                0.90328,                0.84404,                0.91189,                  0.751,                0.68752,                0.81979,                0.94572,              0.0022856,              0.0022856,              0.0022856
                     89,                0.54487,                0.51607,                 0.9135,                0.96799,                0.83242,                0.93503,                0.79852,                0.66016,                0.71842,                0.96288,              0.0022832,              0.0022832,              0.0022832
                     90,                0.53072,                0.46427,                 0.9332,                 0.9473,                0.82451,                0.94032,                0.77864,                  0.616,                0.80007,                0.93625,              0.0022807,              0.0022807,              0.0022807
                     91,                0.53265,                0.47267,                0.91046,                0.84498,                0.88991,                0.92869,                0.80054,                0.57039,                0.62359,                0.91192,              0.0022782,              0.0022782,              0.0022782
                     92,                0.51875,                0.46488,                0.91701,                0.91062,                0.84122,                0.91999,                0.79689,                0.67199,                 0.6476,                 1.0041,              0.0022757,              0.0022757,              0.0022757
                     93,                0.56584,                0.50564,                0.94341,                0.92464,                0.78794,                0.88973,                0.74686,                0.60702,                0.67336,                0.96683,              0.0022732,              0.0022732,              0.0022732
                     94,                0.53739,                0.49258,                 0.9404,                0.83823,                0.88991,                0.92142,                 0.7906,                0.61224,                0.65408,                0.94194,              0.0022707,              0.0022707,              0.0022707
